Date,Type,Journal,Language post,Field,Link,DOI,Likes,Comments,Shares,Altmetric,Twitter,Facebook,Blogs,Mendeley,Observ.,Other Altmetric/Lang paper
Jan/6/2017,Release,Opinião Pública,pt,Ciências Políticas,http://humanas.blog.scielo.org/blog/2017/01/06/politicas-publicas-movimentos-sociais-e-plataformas-online-sao-alguns-dos-temas-de-opiniao-publica/,10.1590/1807-01912016222286,5,0,2,0,,,0,,"Link pro Blog. No blog link para 9 artigos, post sobre edição",
Jan/6/2017,Release,Opinião Pública,pt,Ciências Políticas,http://humanas.blog.scielo.org/blog/2017/01/06/politicas-publicas-movimentos-sociais-e-plataformas-online-sao-alguns-dos-temas-de-opiniao-publica/,10.1590/1807-01912016222318,5,0,2,1,1 links,0,0,4,"Link pro Blog. No blog link para 9 artigos, post sobre edição",
Jan/6/2017,Release,Opinião Pública,pt,Ciências Políticas,http://humanas.blog.scielo.org/blog/2017/01/06/politicas-publicas-movimentos-sociais-e-plataformas-online-sao-alguns-dos-temas-de-opiniao-publica/,10.1590/1807-01912016222350,5,0,2,1,1 sp,0,0,4,"Link pro Blog. No blog link para 9 artigos, post sobre edição",
Jan/6/2017,Release,Opinião Pública,pt,Ciências Políticas,http://humanas.blog.scielo.org/blog/2017/01/06/politicas-publicas-movimentos-sociais-e-plataformas-online-sao-alguns-dos-temas-de-opiniao-publica/,10.1590/1807-01912016222385,5,0,2,0,,,0,,"Link pro Blog. No blog link para 9 artigos, post sobre edição",
Jan/6/2017,Release,Opinião Pública,pt,Ciências Políticas,http://humanas.blog.scielo.org/blog/2017/01/06/politicas-publicas-movimentos-sociais-e-plataformas-online-sao-alguns-dos-temas-de-opiniao-publica/,10.1590/1807-01912016222418,5,0,2,0,,,0,,"Link pro Blog. No blog link para 9 artigos, post sobre edição",
Jan/6/2017,Release,Opinião Pública,pt,Ciências Políticas,http://humanas.blog.scielo.org/blog/2017/01/06/politicas-publicas-movimentos-sociais-e-plataformas-online-sao-alguns-dos-temas-de-opiniao-publica/,10.1590/1807-01912016222446,5,0,2,0,,,0,,"Link pro Blog. No blog link para 9 artigos, post sobre edição",
Jan/6/2017,Release,Opinião Pública,pt,Ciências Políticas,http://humanas.blog.scielo.org/blog/2017/01/06/politicas-publicas-movimentos-sociais-e-plataformas-online-sao-alguns-dos-temas-de-opiniao-publica/,10.1590/1807-01912016222466,5,0,2,0,,,0,,"Link pro Blog. No blog link para 9 artigos, post sobre edição",
Jun/6/2017,release,Brazilian Administration Review,en,Administração,http://humanas.blog.scielo.org/en/2017/06/06/how-do-an-individuals-social-network-self-monitoring-and-future-orientation-relate-to-ethical-decision-making-2/,10.1590/1807-7692bar2017160091.,7,0,2,0,0,0,0,0,"Link p/blog.  Post, blog, paper en. 2 likes FB blog. 9 likes FB blog.",
May/15/2017,Release,Brazilian Administration Review,en,Administração,http://humanas.blog.scielo.org/en/2017/05/15/how-do-an-individuals-social-network-self-monitoring-and-future-orientation-relate-to-ethical-decision-making/,10.1590/1807-7692bar2017160093,3,0,0,0,0,0,0,0,"Link p/blog en, 4 likes FB blog, post em en.",
May/8/2017,Release,Revista Contabilidade & Finanças – RCF,pt,Contabilidade,http://humanas.blog.scielo.org/blog/2017/05/08/a-dificil-relacao-entre-teoria-academica-e-pratica-popular-na-contabilidade/,10.1590/1808-057×201790160,2,0,0,0,0,0,0,0,Link p/blog. Blog 3 likes. Artigo em pt.,
May/22/2017,Release,Ambiente & Sociedade,es,Meio Ambiente,http://humanas.blog.scielo.org/es/2017/05/22/mercantilizacion-del-agua-deterioro-ambiental-y-marginacion-social/,10.1590/1809-4422asoc0094r1v1942016.,2,0,1,0,0,0,0,0,Link p/ blog e post em espanhol. 46 likes FB blog. Blog link p/edição.,
Mar/7/2017,release,Ambiente & Sociedade,pt,Meio Ambiente,http://humanas.blog.scielo.org/blog/2017/03/06/conservacao-da-biodiversidade-em-pauta-nas-ciencias-sociais-como-aliar-desenvolvimento-humano-e-conservacao-ambiental/,10.1590/1809-4422ASOC130181V1932016,5,0,1,1,0,2,0,2,Link p/blog. 82 likes FB blog. Paper in english. 1 FB Altmetric do journal,
Sep/5/2017,Release,Ambiente & Sociedade,pt,Meio Ambiente,http://humanas.blog.scielo.org/blog/2017/09/05/pesquisa-analisa-acoes-de-educacao-ambiental-no-licenciamento-de-petroleo-e-discute-o-conceito-de-vulnerabilidade-socioambiental/,10.1590/1809-4422asoc20150057v2012017,10,2,15,1,0,2,0,2,"Link p/blog em, pt. 18 likes FB blog. Doi sem link. 1FB Altmetric do Journal, ambos pt.",english
Jun/28/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/28/concepcoes-de-vida-concepcoes-de-pessoa-debates-sobre-tecnologias-reprodutivas-e-aborto-no-brasil-e-na-argentina/,10.1590/18094449201600470001,10,0,15,1,0,1,0,9,Link p/blog. 53 likes FB Blog. Link p/5 artigos  Video. Semana Especial CPA,
jun/27/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/27/conservadorismo-religiao-e-politica-um-dialogo-entre-brasil-e-argentina/,10.1590/18094449201700500000.,14,2,79,0,0,0,0,0,Link p/blog. 1 Comment indicação. 229 likes FB Blog. Link p/4 artigos  Video. Semana Especial CPA,
jun/27/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/27/conservadorismo-religiao-e-politica-um-dialogo-entre-brasil-e-argentina/,10.1590/18094449201700500001,14,2,79,0,0,0,0,0,Link p/blog. 1 Comment indicação. 229 likes FB Blog. Link p/4 artigos Video. Semana Especial CPA,
jun/27/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/27/conservadorismo-religiao-e-politica-um-dialogo-entre-brasil-e-argentina/,10.1590/18094449201700500002,14,2,79,0,0,0,0,0,Link p/blog. 1 Comment indicação. 229 likes FB Blog. Link p/4 artigos  Video. Semana Especial CPA,
Jun/28/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/28/concepcoes-de-vida-concepcoes-de-pessoa-debates-sobre-tecnologias-reprodutivas-e-aborto-no-brasil-e-na-argentina/,10.1590/18094449201700500004,10,0,15,0,0,0,0,0,Link p/blog. 53 likes FB Blog. Link p/5 artigos  Video. Semana Especial CPA,
Jun/28/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/28/concepcoes-de-vida-concepcoes-de-pessoa-debates-sobre-tecnologias-reprodutivas-e-aborto-no-brasil-e-na-argentina/,10.1590/18094449201700500005,10,0,15,0,0,0,0,0,Link p/blog. 53 likes FB Blog. Link p/5 artigos  Video. Semana Especial CPA,
Jun/29/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/29/a-producao-da-inteligibilidade-de-refugiados-e-de-vitimas-genero-sexualidade-direitos-e-narrativas-de-violencia/,10.1590/18094449201700500006,6,0,12,0,0,0,0,0,Link p/blog. 77 likes FB Blog. Link p/3 artigos  Video. Semana Especial CPA,
Jun/29/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/29/a-producao-da-inteligibilidade-de-refugiados-e-de-vitimas-genero-sexualidade-direitos-e-narrativas-de-violencia/,10.1590/18094449201700500007,6,0,12,1,1,0,0,1,Link p/blog. 77 likes FB Blog. Link p/3 artigos  Video. Semana Especial CPA. Tweet pt,
Jun/29/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/29/violencia-e-genero-novos-debates-antigos-dilemas/,10.1590/18094449201700500008,18,1,44,0,0,0,0,0,Link p/blog. 126 likes FB Blog. Link p/3 artigos  Video. 1 comment indicação. Semana Especial CPA,
Jun/28/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/28/ideologia-de-genero-indice-de-um-fenomeno-politico-transnacional/,10.1590/18094449201700500009,15,1,60,12,13,0,0,2,"Link p/blog. 244 likes FB Blog. Video. Semana Especial CPA. Tweets em es, 12 RT. Total 15.",Artigo es
Jul/28/2017,Release,Brazilian Journal of Food Technology – BJFT,pt,Eng. Alimentos,https://pressreleases.scielo.org/blog/2017/07/28/extrato-de-propolis-como-antioxidante-natural-em-produto-carneo/#.We_LSBNSx3k,10.1590/1981-6723.3516,26,0,2,0,0,0,0,0,Link p/blog. 43 likes FB blog.,Artigo en
Feb/9/2017,Release,RGO – Revista Gaúcha de Odontologia,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/02/09/eficacia-do-fluoreto-de-sodio-como-metodo-de-desinfeccao-dentes-humanos-extraidos/#.WekcpRNSx3k,10.1590/1981-8637201600030000103074,5,1,1,0,,,0,,Link p/blog. Comentário sugestão.,
Jan/24/2017,release,RGO – Revista Gaúcha de Odontologia,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/01/24/como-e-o-comportamento-e-a-percepcao-dos-estudantes-de-odontologia-sobre-a-higiene-das-maos/#.WekWSxNSx3k,10.1590/1981-8637201600030000113044,7,0,1,0,,,0,,Link p/blog. Paper in English,
Feb/3/2017,release,RGO – Revista Gaúcha de Odontologia,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/02/03/pigmentacao-nos-dentes-de-criancas-por-cariostatico-diminui-a-aceitacao-do-tratamento/#.WekZHxNSx3k,10.1590/1981-863720160003000013231,3,1,1,3,3,0,0,2,Link p/blog. Comentário sugestão. Paper in english,
Jun/29/2017,Release,RGO – Revista Gaúcha de Odontologia,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/06/29/o-reflexo-do-bullying-na-autoestima-de-adolescentes-brasileiros/#.We-5-hNSx3k,10.1590/1981-863720170001000053304,6,2,1,0,0,0,0,0,Link p/blog. 1 comment indicação. 34 likes blog.,Artigo en
Jun/5/2017,release,RGO – Revista Gaúcha de Odontologia,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/06/05/controle-glicemico-exerce-influencia-na-resposta-imunoinflamatoria-em-sitios-com-periodontite-cronica/#.We-WLxNSx3k,10.1590/1981-863720170001000063063,3,1,1,0,0,0,0,0,Link p/blog. Comentário indicação. 5 likes FB blog.,
May/31/2017,release,RGO – Revista Gaúcha de Odontologia,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/05/31/condicoes-de-saude-bucal-e-caracteristicas-socio-comportamentais-de-gestantes-influenciam-o-desenvolvimento-e-experiencia-de-carie-em-criancas-de-4-anos/#.We5GsoZrx3k,10.1590/1981-863720170001000083221,2,0,1,0,0,0,0,0,Link p/blog. 5 likes FB no blog.,
Aug/17/2017,Release,RGO – Revista Gaúcha de Odontologia,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/08/17/mulheres-jovens-e-dependentes-financeiramente-sao-maioria-entre-vitimas-de-agressao-domestica/#.WfDqBEyZN3k,10.1590/1981-863720170002000013245,10,1,1,0,0,0,0,0,Link p/blog. 13 likes FB Blog. DOI sem link,Artigo en
Aug/15/2017,Release,RGO – Revista Gaúcha de Odontologia,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/08/15/bebe-prematuro-apresenta-dente-ao-nascimento/#.WfDo-0yZN3k,10.1590/1981-863720170002000103335,2,0,0,0,0,0,0,0,Link p/blog. 3 likes FB blog.,Artigo en
Jan/11/2017,release,Acta Paulista de Enfermagem,pt,Enfermagem,https://pressreleases.scielo.org/blog/2017/01/11/como-sera-o-aleitamento-materno-em-criancas-indigenas/#.WekGQBNSx3k,10.1590/1982-0194201600064,3,0,1,0,,,0,,Link p/blog. Link p/artigo em pt e en,
Mar/27/2017,release,Acta Paulista de Enfermagem,pt,Enfermagem,https://pressreleases.scielo.org/blog/2017/03/27/o-progresso-do-trabalho-de-parto-modifica-quando-as-parturientes-usam-o-banho-quente-e-a-bola-suica/#.Wekr2BNSx3k,10.1590/1982-0194201600096,6,2,6,1,0,2 journal,0,7,Link p/blog.,
jun/21/2017,Release,Acta Paulista de Enfermagem,pt,Enfermagem,https://pressreleases.scielo.org/blog/2017/06/21/complicacoes-em-pacientes-submetidos-a-procedimentos-neurocirurgicos/#.We-Y1xNSx3k,10.1590/1982-0194201700015,8,0,3,1,0,2,0,0,"Link p/blog. Altmetric mostra 1 ponto, mas não é possível acessar detalhes.",
Mar/24/2017,release,Estudos de Psicologia,pt,Psicologia,http://humanas.blog.scielo.org/blog/2017/03/24/linhas-que-nao-se-encontram-diferentes-perspectivas-da-psicologia-sobre-organizacoes-e-trabalho/,10.1590/1982-02752017000100003,4,0,0,0,,,0,,Link P/Blog. Blog 7 likes FB.,
Apr/7/2017,release,Estudos de Psicologia,pt,Psicologia,http://humanas.blog.scielo.org/blog/2017/04/07/terceirizacao-e-precarizacao-do-trabalho-na-politica-de-assistencia-social/,10.1590/1982-02752017000100005,11,0,12,0,0,0,0,,Link p/blog. Blog 15 likes FB.,
Apr/3/2017,Release,Estudos de Psicologia,pt,Psicologia,http://humanas.blog.scielo.org/blog/2017/04/03/precarizacao-do-trabalho-medico-no-sus/,10.1590/1982-02752017000100007,1,0,0,0,,,0,,Link p/Blog. Blog 26 likes FB.,
Aug/17/2017,Release,Estudos de Psicologia,pt,Psicologia,http://humanas.blog.scielo.org/blog/2017/08/17/a-espiritualidade-e-importante-para-pacientes-com-cancer-em-cuidados-paliativos/,10.1590/1982-02752017000200008,46,5,30,0,0,0,0,0,Link p/blog. 5 comments indicação. 99 likes FB blog.,
Aug/8/2017,Release,Estudos de Psicologia,pt,Psicologia,http://humanas.blog.scielo.org/blog/2017/08/07/como-a-prisao-pode-transformar-o-autoconceito-das-mulheres/,10.1590/1982-02752017000200011,14,2,2,0,0,0,0,0,Link p/blog. 86 likes FB blog.,Link DOI quebrado
May/25/2017,Release,Psicologia: Ciência e Profissão – PCP,pt,Psicologia,http://humanas.blog.scielo.org/blog/2017/05/24/estudo-teorico-da-depressao-em-adolescentes/,10.1590/1982-37030001712014.,20,1,13,0,0,0,0,0,Link p/blog. Blog 79 likes FB.,
Mar/7/2017,release,Psicologia: Ciência e Profissão – PCP,pt,Psicologia,http://humanas.blog.scielo.org/blog/2017/03/07/expansao-da-psicologia-no-transito/,10.1590/1982-3703002382016,9,0,2,0,,,0,,Link p/blog. Blog 15 likes FB.,
Apr/6/2017,Release,Machado de Assis em Linha – MAEL,pt,Literatura,http://humanas.blog.scielo.org/blog/2017/04/05/estudos-recuperam-producoes-poeticas-de-machado-de-assis/,10.1590/1983-682120169192,11,0,12,1,0,1 journal,0,0,"Link p/blog quebrado. Blog links p/ 2 artigos. Altmetric 1 mas não mostra detalhe, mas como nos putros deve ser do journal",
Apr/6/2017,Release,Machado de Assis em Linha – MAEL,pt,Literatura,http://humanas.blog.scielo.org/blog/2017/04/05/estudos-recuperam-producoes-poeticas-de-machado-de-assis/,10.1590/1983-682120169193,11,0,12,1,0,1 journal,0,0,Link p/blog quebrado. ,
Mar/31/2017,release,Machado de Assis em Linha – MAEL,pt,Literatura,http://humanas.blog.scielo.org/blog/2017/03/31/veredas-da-razao-e-da-loucura-em-machado-e-rosa/,10.1590/1983-682120169197,12,1,13,2,1,1 journal,0,0,Link p/blog. 27 likes FB no blog.,
Oct/18/2017,Release,Machado de Assis em Linha – MAEL,pt,Literatura,http://humanas.blog.scielo.org/blog/2017/10/18/mael-apresenta-dois-ensaios-pouco-conhecidos-de-antonio-candido-sobre-machado-de-assis/,10.1590/1983-6821201710211.,3,0,1,9,1,1 journal,1 Scielo,0,Link p/ blog. 4 likes FB blog. Tweet pt.,pt
Jul/11/2017,Release,Revista Paulista de Pediatria – RPP,pt,Medicina,https://pressreleases.scielo.org/blog/2017/07/11/impacto-da-dermatite-atopica-na-qualidade-de-vida-de-pacientes-pediatricos-e-seus-responsaveis/#.We-_phNSx3k,10.1590/1984-0462/;2017;35;1;00006,5,1,2,1,0,1,0,1,"Link p/blog en, pt, es. 1 comment indicação. 9 likes FB no blog",
Aug/30/2017,Release,Revista Paulista de Pediatria – RPP,pt,Medicina,https://pressreleases.scielo.org/blog/2017/08/30/anemia-em-criancas-assistidas-em-creches/#.WfD0AkyZN3k,10.1590/1984-0462/;2017;35;3;00008,13,0,2,1,0,1,0,2,Link p/blog. 17 likes FB blog. Doi sem link.,
Mar/9/2017,release,Revista Brasileira de Linguística Aplicada,pt,Linguística,http://humanas.blog.scielo.org/blog/2017/03/09/artigo-discute-o-uso-de-multimodalidade-no-ensino-de-ingles/,10.1590/1984-639820169877,5,0,0,0,,,0,,Link p/blog. Blog 76 likes FB. Paper in English.,
Jun/28/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/28/concepcoes-de-vida-concepcoes-de-pessoa-debates-sobre-tecnologias-reprodutivas-e-aborto-no-brasil-e-na-argentina/,10.1590/1984-6487.sess.2014.18.05.a,10,0,15,0,0,0,0,0,Link p/blog. 53 likes FB Blog. Link p/5 artigos  Video. Semana Especial CPA,Artigo em es 
Jan/9/2017,release,"Sexualidad, Salud y Sociedad – Revista Latinoamericana ",pt,Saúde; Ciências Sociais,http://humanas.blog.scielo.org/blog/2017/01/09/violencia-e-cuidado-em-estudos-sobre-genero-e-sexualidade-sao-destaque-da-sexualidade-saude-e-sociedade-revista-latino-americana/,10.1590/1984-6487.sess.2016.23.02.a,10,2,2,0,,,0,,Link p/blog. Ediçnao link p/ 6 papers. Comentários sugestão de leitura e resposta concordando,
Jan/9/2017,release,"Sexualidad, Salud y Sociedad – Revista Latinoamericana ",pt,Saúde; Ciências Sociais,http://humanas.blog.scielo.org/blog/2017/01/09/violencia-e-cuidado-em-estudos-sobre-genero-e-sexualidade-sao-destaque-da-sexualidade-saude-e-sociedade-revista-latino-americana/,10.1590/1984-6487.sess.2016.23.03.a,10,2,2,0,,,0,,Link p/blog. Ediçnao link p/ 6 papers. Comentários sugestão de leitura e resposta concordando,
Jan/9/2017,release,"Sexualidad, Salud y Sociedad – Revista Latinoamericana ",pt,Saúde; Ciências Sociais,http://humanas.blog.scielo.org/blog/2017/01/09/violencia-e-cuidado-em-estudos-sobre-genero-e-sexualidade-sao-destaque-da-sexualidade-saude-e-sociedade-revista-latino-americana/,10.1590/1984-6487.sess.2016.23.04.a,10,2,2,0,,,0,,Link p/blog. Ediçnao link p/ 6 papers. Comentários sugestão de leitura e resposta concordando,
Jan/9/2017,release,"Sexualidad, Salud y Sociedad – Revista Latinoamericana ",pt,Saúde; Ciências Sociais,http://humanas.blog.scielo.org/blog/2017/01/09/violencia-e-cuidado-em-estudos-sobre-genero-e-sexualidade-sao-destaque-da-sexualidade-saude-e-sociedade-revista-latino-americana/,10.1590/1984-6487.sess.2016.23.05.a,10,2,2,0,,,0,,Link p/blog. Ediçnao link p/ 6 papers. Comentários sugestão de leitura e resposta concordando,
Jan/9/2017,release,"Sexualidad, Salud y Sociedad – Revista Latinoamericana ",pt,Saúde; Ciências Sociais,http://humanas.blog.scielo.org/blog/2017/01/09/violencia-e-cuidado-em-estudos-sobre-genero-e-sexualidade-sao-destaque-da-sexualidade-saude-e-sociedade-revista-latino-americana/,10.1590/1984-6487.sess.2016.23.06.a,10,2,2,0,,,0,,Link p/blog. Ediçnao link p/ 6 papers. Comentários sugestão de leitura e resposta concordando,
Jan/9/2017,release,"Sexualidad, Salud y Sociedad – Revista Latinoamericana ",pt,Saúde; Ciências Sociais,http://humanas.blog.scielo.org/blog/2017/01/09/violencia-e-cuidado-em-estudos-sobre-genero-e-sexualidade-sao-destaque-da-sexualidade-saude-e-sociedade-revista-latino-americana/,10.1590/1984-6487.sess.2016.23.07.a,10,2,2,0,,,0,,Link p/blog. Ediçnao link p/ 6 papers. Comentários sugestão de leitura e resposta concordando,
Oct/23/2017,Release,urbe: Revista de Gestão Urbana,pt,Arquitetura,http://humanas.blog.scielo.org/blog/2017/10/23/como-os-usuarios-podem-contribuir-na-producao-de-espacos-arquitetonicos-e-urbano/,10.1590/2175-3369.009.003.ao09,7,0,3,6,0,0,1 Scielo,0,"Link p/ blog. Video FB, blog.",pt
Oct/24/2017,Release,urbe: Revista de Gestão Urbana,pt,Arquitetura,http://humanas.blog.scielo.org/blog/2017/10/24/malha-ferroviaria-e-patrimonio-historico-e-cultural-uma-discussao-sobre-os-lugares-centrais/,10.1590/2175-3369.009.003.ao13,14,0,0,0,0,0,0,0,Link p/ blog. 20 likes FB blog. Video blog.,pt
Oct/25/2017,Release,urbe: Revista de Gestão Urbana,pt,Arquitetura,http://humanas.blog.scielo.org/blog/2017/10/25/neoliberalismo-e-a-transformacao-do-espaco-urbano/,10.1590/2175-3369.009.003.ao14,22,6,12,6,0,0,1 Scielo,0,Link p/ blog. 38 likes FB blog. Video blog. Blog link p/2 artigos. 5 Comments indicação,es
Feb/8/2017,Release,Educação & Realidade – EDREAL,pt,Educação,http://humanas.blog.scielo.org/blog/2017/02/08/desnaturalizacao-foucaultiana-na-escola/,10.1590/2175-623653313,9,1,0,0,,,0,,Link p/blog,
Jan/17/2017,release,Educação & Realidade – EDREAL,pt,Educação,http://humanas.blog.scielo.org/blog/2017/01/17/educacao-integral-versoes-tensoes-e-contradicoes/,10.1590/2175-623659843,9,0,2,0,,,0,,,
Sep/20/2017,Release,Educação & Realidade – EDREA,pt,Educação,http://humanas.blog.scielo.org/blog/2017/09/20/educacao-infantil-que-modos-de-ser-crianca-e-professor-estamos-produzindo-em-tempos-digitais/,10.1590/2175-623660624,19,5,1,0,0,0,0,0,Link/blog. 99 likes FB blog. 3 comments indicação.,pt
Aug/23/2017,Release,Bakhtiniana: Revista de Estudos do Discurso – BAK,pt,Literatura,http://humanas.blog.scielo.org/blog/2017/08/23/bakhtinianos-brasileiros-historicos-em-bakhtiniana/,10.1590/2176-457331725,8,0,1,1,0,1 journal,0,0,Link p/blog. Blog link p/3 artigos. 42 likes FB blog.,
Aug/23/2017,Release,Bakhtiniana: Revista de Estudos do Discurso – BAK,pt,Literatura,http://humanas.blog.scielo.org/blog/2017/08/23/bakhtinianos-brasileiros-historicos-em-bakhtiniana/,10.1590/2176-457331736,8,0,1,1,0,1 journal,0,0,Link p/blog. Blog link p/3 artigos. 42 likes FB blog.,
Aug/23/2017,Release,Bakhtiniana: Revista de Estudos do Discurso – BAK,pt,Literatura,http://humanas.blog.scielo.org/blog/2017/08/23/bakhtinianos-brasileiros-historicos-em-bakhtiniana/,10.1590/2176-457331815,8,0,1,1,0,1 journal,0,0,Link p/blog. Blog link p/3 artigos. 42 likes FB blog.,
Mar/6/2017,release,Dental Press Journal of Orthodontics – DPJO,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/03/06/pesquisa-aborda-insercao-de-mini-implantes-sem-angulacao-vertical/#.WekjBxNSx3k,10.1590/2177-6709.21.5.047-052.oar,4,0,0,0,,,0,,"Link p/blog em en,pt, es.",
Jul/17/2017,release,Dental Press Journal of Orthodontics – DPJO,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/07/17/ligaduras-elasticas-usadas-em-pacientes-com-aparelho-ortodonticos-sofrem-manchamento/#.We_DOhNSx3k,10.1590/2177-6709.21.5.053-057.oar,4,0,0,0,0,0,0,0,Link p/blog. 6 lik FB blog.,Artigo en
Mar/22/2017,release,Dental Press Journal of Orthodontics – DPJO,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/02/17/estudo-mostra-que-a-ma-oclusao-impacta-negativamente-a-qualidade-de-vida-de-adolescentes/#.WekphBNSx3k,10.1590/2177-6709.21.6.074-081.oar,2,0,0,0,,,0,,,
Sep/28/2017,Release,Dental Press Journal of Orthodontics – DPJO,pt,Odontologia,https://pressreleases.scielo.org/blog/2017/09/28/tratamento-ortodontico-melhora-funcoes-de-mastigacao-e-degluticao/#.WfIlhGhSzIU,10.1590/2177-6709.22.3.072-078.oar,8,0,0,0,0,0,0,0,"Link p/blog pt, em, es.  11 likes FB blog. Doi sem link.",english
Mar/21/2017,release,TransInformação,pt,Cientometria,http://humanas.blog.scielo.org/blog/2017/03/21/estudo-propoe-fruicao-como-novo-atributo-de-representacao-da-informacao-para-obras-de-arte-contemporanea/,10.1590/2318-08892016000300002,1,0,0,0,,,0,,Link p/blog. Blo 2 likes FB. Artigo em inglês.,
Mar/29/2017,release,TransInformação,pt,Cientometria,http://humanas.blog.scielo.org/blog/2017/03/29/pesquisa-apresenta-caminhos-contra-a-marginalizacao-social-de-italianos-e-estrangeiros/,10.1590/2318-08892016000300007,8,0,2,0,,,0,,Link p/blog,
Aug/10/2017,Release,TransInformação,en,C. Informação,http://humanas.blog.scielo.org/en/2017/08/10/monolingual-and-multilingual-information-about-the-spanish-heritage-the-case-of-wikipedia/,10.1590/2318-08892017000100002,5,0,0,0,0,0,0,0,Link p/blog. 6 likes FB blog. Post en.,Artigo en. DOI quebrado
jun/9/2017,release,TransInformação,pt,C. Informação,http://humanas.blog.scielo.org/blog/2017/06/09/arquivos-para-alem-de-um-espaco-de-organizacao/,10.1590/2318-08892017000100007,8,3,2,0,0,0,0,0,Link p/blog.  paper en. 9 likes FB blog. 2 comments indicação.,
Jul/11/2017,Release,TransInformação,pt,C. Informação,http://humanas.blog.scielo.org/blog/2017/07/11/internet-das-coisas-como-novo-paradigma-para-a-arquitetura-da-informacao/,10.1590/2318-08892017000100008.,12,1,1,1,0,1,0,4,"Link p/blog en, pt, es. 1 comment indicação. 18 likes FB no blog",
Oct/10/2017,Release,TransInformação,pt,C.Informação,http://humanas.blog.scielo.org/blog/2017/10/10/da-utopia-a-realidade-bibliotecas-sustentaveis-em-espacos-verdes-no-brasil/,10.1590/2318-08892017000200002.,12,0,2,6,0,0,1 Scielo,14,Link p/ blog. 60 likes FB blog.,pt
Aug/29/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/29/rae-historia-e-tradicao-em-publicacao-cientifica/,10.1590/S0034-75901991000200001,5,0,1,0,0,0,0,0,Link p/blog. Blog link p/5 artigos. 13 likes FB blog. Video. Logo em Gif,
Aug/29/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/29/rae-historia-e-tradicao-em-publicacao-cientifica/,10.1590/S0034-75902006000200008,5,0,1,0,0,0,0,0,Link p/blog. Blog link p/5 artigos. 13 likes FB blog. Video. Logo em Gif,
Aug/28/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/28/rae-ha-55-anos-colaborando-para-a-producao-academica-em-administracao/,10.1590/S0034-75902006000200008.,5,0,1,0,0,0,0,0,Link p/blog. Blog link p/4 artigos. 4likes FB blog. Video. Logo em Gif,Artigo en
Aug/29/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/29/rae-historia-e-tradicao-em-publicacao-cientifica/,10.1590/S0034-75902006000200008.,5,0,1,0,0,0,0,0,Link p/blog. Blog link p/5 artigos. 13 likes FB blog. Video. Logo em Gif,
Aug/30/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/30/como-pesquisas-em-administracao-podem-unir-rigor-e-relevancia-para-o-desenvolvimento-das-organizacoes/,10.1590/S0034-75902011000300007,9,0,0,0,0,0,0,0,Link p/blog. 3 likes FB blog. Blog link p/2 artigos. Gif FB. Video blog.,
Aug/30/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/30/estudo-bibliometrico-revela-quando-a-palavra-globalizacao-deu-lugar-a-internacionalizacao-na-pesquisa-em-administracao/,10.1590/S0034-75902011000300008,5,0,0,0,0,0,0,0,Link p/blog. 3 likes FB blog. Blog link p/2 artigos. Gif FB. Video blog.,
