Date,Type,Journal,Language post,Field,Link,DOI,Likes,Comments,Shares,Altmetric,Twitter,Facebook,Blogs,Mendeley,Observ.,Other Altmetric/Lang paper
Apr/18/2016,Notícia,Elife,pt,Editoração,http://blog.scielo.org/blog/2017/04/18/resumos-de-pesquisa-em-linguagem-simples-algo-para-todos-originalmente-publicado-no-elife/#.Wek3hBNSx3k, ,51,2,48,0,0,0,0,,"Link p/blog em pt, en, es. Tradução de post do eLife. 127 likes FB no blog.",
Apr/3/2017,Nota,Scielo,pt,Newsletter,http://scielo.us4.list-manage.com/subscribe?u=f26dcf71797dd37381acb4aa5&id=815cbad617, ,5,0,0,,,,0,,,
Apr/7/2017,Notícia,Scielo,pt,Cientometria,http://blog.scielo.org/blog/2017/04/07/estamos-no-radar-do-gsm/#.WekydBNSx3k, ,52,5,52,0,0,0,0,,Link p/blog. Comentários 2 sugestão. Blog 109 likes.,
Aug/11/2017,Notícia,Scielo,pt,Política C&T,http://blog.scielo.org/blog/2017/08/11/a-ciencia-e-fundamentalmente-um-empreendimento-coletivo-esta-coletividade-deve-ser-reconhecida-mais-explicitamente/#.WfDoEEyZN3k, ,46,2,32,0,0,0,0,0,"Link p/blog en,pt, es. 2 comments indicação.",Uso de imagens
Aug/2/2017,Notícia,Scielo,pt,Editoração,http://blog.scielo.org/blog/2017/08/02/texture-um-editor-de-manuscritos-cientificos-aberto-publicado-originalmente-no-periodico-elife-em-julho2017/#.We_L4xNSx3k, ,53,3,8,0,0,0,0,0,"Link p/blog en, pt, es. 32 comments indicação. 283 likes FB blog.",
Aug/29/2017,Notícia,Scielo,pt,Evento,http://blog.scielo.org/blog/2017/08/29/persistencia-e-normalizacao-dos-dados-dominaram-a-agenda-do-iii-curso-de-atualizacao-scielo-scholarone/#.WfDykUyZN3k, ,18,1,0,0,0,0,0,0,"Link p/blog en, pt, es. 81 likes FB blog.",
Aug/7/2017,Nota,Scielo,pt,Newsletter,http://scielo.us4.list-manage.com/subscribe?u=f26dcf71797dd37381acb4aa5&id=815cbad617, ,8,1,1,0,0,0,0,0,Comment indicação.,
Feb/1/2017,Notícia,,pt,Editoração,http://blog.scielo.org/blog/2017/02/01/preprints-o-caminho-a-seguir-para-o-compartilhamento-rapido-e-aberto-do-conhecimento/#.WekX7BNSx3k, ,14,0,11,,,,0,,Link p/blog. 125 likes FB,
Feb/13/2017,release,Ágora: Estudos em Psicanálise,pt,Medicina,http://humanas.blog.scielo.org/blog/2017/02/13/cultura-politica-e-psicanalise-sao-temas-discutidos-pelo-periodico-agora/, ,4,0,0,,,,0,,Link p/blog. Blog link p/edição,
Feb/6/2017,Nota,,pt,Newsletter,http://scielo.us4.list-manage.com/subscribe?u=f26dcf71797dd37381acb4aa5&id=815cbad617, ,3,0,0,,,,0,,,
Feb/8/2017,Notícia,,pt,Editoração,http://blog.scielo.org/blog/2017/02/08/avaliacao-sobre-a-reprodutibilidade-de-resultados-de-pesquisa-traz-mais-perguntas-que-respostas/#.WekcQBNSx3k, ,8,0,3,,,,0,,Link p/blog. 30 likes no blog,
Jan/10/2017,Notícia,,pt,Editoração,http://blog.scielo.org/blog/2017/01/10/aumenta-a-adocao-de-avaliacao-por-pares-aberta/#.WekE0BNSx3k, ,38,6,28,,,,0,,Link p/blog. 4 comentários e 3 indicações,
Jan/16/2017,Notícia,The Conversation,pt,Cientometria,http://blog.scielo.org/blog/2017/01/16/cinco-coisas-a-serem-consideradas-ao-projetar-uma-politica-para-medir-o-impacto-da-pesquisa-originalmente-publicado-no-the-conversation/#.WekT1xNSx3k, ,35,0,12,,,,0,,Link p/blog. Reprodução post The Conversation. Links in es/en/pt,
Jan/24/2017,Notícia,,,Editoração,http://blog.scielo.org/blog/2017/01/24/estudo-avalia-fontes-de-financiamento-para-pagamento-de-taxas-de-processamento-de-artigos-em-acesso-aberto/#.WekVwRNSx3k, ,19,1,8,,,,0,,,
Jan/6/2017,Nota,,pt,Newsletter,http://scielo.us4.list-manage.com/subscribe?u=f26dcf71797dd37381acb4aa5&id=815cbad617, ,7,0,0,,,,0,,,
Jul/10/2017,Nota,Scielo,pt,Newsletter,http://scielo.us4.list-manage.com/subscribe?u=f26dcf71797dd37381acb4aa5&id=815cbad617, ,10,0,0,0,0,0,0,0,,
Jul/20/2017,Notícia,Scielo,pt,Editoração,http://blog.scielo.org/blog/2017/07/20/etica-editorial-outros-tipos-de-plagio-e-contando/#.We_F1hNSx3k, ,145,4,171,0,0,0,0,0,Link p/blog. 1k like FB blog.,
Jul/21/2017,Release,Ensaio: Avaliação e Políticas Públicas em Educação,pt,Educação,http://humanas.blog.scielo.org/blog/2017/07/21/fatores-socioeconomicos-ainda-influenciam-fortemente-a-eficiencia-educacional/, ,10,0,2,0,0,0,0,0,Link p/blog. 16 likes blog. Link p/4 artigos. Ultimos 2 artigos não são da Ensaio,
Jul/26/2017,Notícia,Scielo,pt,Editoração,http://blog.scielo.org/blog/2017/07/26/como-sera-a-avaliacao-por-pares-em-2030/#.We_LIhNSx3k, ,85,1,60,0,0,0,0,0,"Link p/blog en, pt, es. 345 likes FB blog.",
Jun/1/2017,Notícia,Scielo,pt,Cientometria,http://blog.scielo.org/blog/2017/06/01/a-miopia-dos-indicadores-bibliometricos/#.We5HOYZrx3k, ,125,7,191,0,0,0,0,0,Link p/blog. 1.3K likes FB no blog.,
jun/14/2017,Notícia,Scielo,pt,evento,http://blog.scielo.org/blog/2017/06/14/scielo-20-anos-26-28-setembro-2018/#.We-YQRNSx3k, ,83,1,24,0,0,0,0,0,comment indicação.,
Jun/29/2017,Notícia,Scielo,pt,Editoração,http://blog.scielo.org/blog/2017/06/29/o-papel-dos-editores-na-avaliacao-por-pares-como-identificar-maus-pareceristas/#.We-6vhNSx3k, ,54,5,45,0,0,0,0,0,"Link p/blog en, pt, es. 3 comments indicação. 456 likes FB no blog",
Mar/14/2017,Notícia,,pt,Editoração,http://blog.scielo.org/blog/2017/03/14/internacionalizacao-como-indicador-de-desempenho-de-periodicos-do-brasil-o-caso-da-psicologia/#.WekmlBNSx3k, ,39,0,22,,,,0,,Link p/blog. Blog 158 likes FB.,
Mar/31/2017,Notícia,,pt,Editoração,http://blog.scielo.org/blog/2017/03/31/eu-escrevi-isso-eu-nao-escrevi-isso-agora-escrevo-outra-coisa/#.Wekt8BNSx3k, ,25,0,12,,,,0,,"Link p/blog pt, en, es.  ",
Mar/6/2017,Nota,,pt,Newsletter,http://scielo.us4.list-manage.com/subscribe?u=f26dcf71797dd37381acb4aa5&id=815cbad617, ,3,0,0,,,,0,,,
May/10/2017,Notícia,Scielo,pt,Gênero,http://blog.scielo.org/blog/2017/05/10/persistem-as-disparidades-de-genero-na-ciencia-a-despeito-dos-significativos-avancos/#.We49cYZrx3k, ,35,1,17,0,0,0,0,0,Link p/blog. Blog 128 likes FB. Notícias da Lilian Nassi-Calò são pop. Dados pesquisa mulheres autoras da Elsevier.,
May/17/2017,Notícia,Scielo,pt,Editoração,http://blog.scielo.org/blog/2017/05/17/propostas-de-financiamento-a-pesquisa-enviadas-ao-nih-podem-citar-preprints/#.We5APYZrx3k, ,4,0,0,0,0,0,0,0,Link p/blog. 23 likes FB blog.,
May/2/2017,Nota,,pt,Newsletter,http://eepurl.com/CmTs5, ,6,0,0,0,0,0,0,0,Link p/ blog. Blog link p/ edição,
May/2/2017,Notícia,Scielo,pt,Editoração,http://blog.scielo.org/blog/2017/05/02/abertura-e-a-unica-qualidade-de-um-artigo-cientifico-que-pode-ser-objetivamente-aferida/#.We45u4Zrx3k, ,72,2,72,0,0,0,0,0,"Link p/ blog. Comentários no FB indicação. Postagem em pt, traduzida da original em inglês do Blog Scielo Perspectivas.",
May/26/2017,Notícia,Scielo,pt,Editoração,http://blog.scielo.org/blog/2017/05/26/como-encontrar-artigos-em-acesso-aberto-dicas-do-meu-nerd-favorito/#.We5CmoZrx3k, ,143,4,228,0,0,0,0,0,"Link p/blogs em en, pt, es. Blog 928 ikes FB. Dicas p/ acessar acesso aberto",
Oct/2/2017,Nota,Scielo,pt,Newsletter,http://eepurl.com/CmTs5, ,6,0,0,0,0,0,0,0,,
Oct/5/2017,Notícia,Scielo,pt,C.Informação,http://blog.scielo.org/blog/2017/10/05/aos-50-anos-a-bireme-esta-face-a-face-com-a-nova-biblioteconomia/#.WfJs3mhSzIU, ,12,0,0,0,0,0,0,0,"Link p/blog em, pt, es.",
Sep/13/2017,Notícia,Scielo,pt,Evento,http://blog.scielo.org/blog/2017/09/13/o-center-for-open-science-alternativa-para-a-elsevier-anuncia-novo-servico-de-preprints/#.WfIfQmhSzIU, ,18,2,5,0,0,0,0,0,"Link p/blog pt,en,es. 37 likes FB blog. 1 comment indicação",pt
Sep/20/2017,Notícia,Scielo,pt,Editoração,http://blog.scielo.org/blog/2017/09/20/avaliacao-por-pares-recomendacoes-dos-periodicos-aos-pareceristas/#.WfIiG2hSzIU, ,18,0,12,0,0,0,0,0,"Link p/blog en,pt,es. 36 likes FB blog.",
Sep/27/2017,Notícia,Scielo,pt,,http://blog.scielo.org/blog/2017/09/27/nos-temos-a-tecnologia-para-salvar-a-avaliacao-por-pares-agora-compete-as-nossas-comunidades-implementa-las-publicado-originalmente-no-blog-lse-impact-of-social-sciences-em-setembro2017/#.WfIk8GhSzIU, ,7,0,0,,,,,,"Link p/blog pt, em, es.  11 likes FB blog.",pt
Jun/2/2017,Release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/06/02/pesquisa-testa-a-soroconversao-de-caes-imunizados-com-as-vacinas-leishmune-e-leish-tec-nos-testes-do-ministerio-da-saude/#.We-VuhNSx3k, 10.1590/0103-8478cr20160846,3,0,1,0,0,0,0,0,"Link p/blog em en, pt. Blog 6 likes FB. Artigo em en.",
Sep/21/2017,Release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/09/21/pesquisa-apresenta-composicao-de-solucoes-eletroliticas-orais-comerciais-utilizadas-no-tratamento-de-bezerros-neonatos/#.WfIiiGhSzIU, 10.1590/0103-8478cr20170140,7,0,3,0,0,0,0,0,"Link p/blog em, pt. 11 likes FB blog. Doi sem link",english
Mar/20/2017,release,Cadernos EBAPE – CEBAPE,pt,Administração,http://humanas.blog.scielo.org/blog/2017/03/20/pesquisa-analisa-uso-da-teoria-das-representacoes-sociais-trs-nos-estudos-organizacionais-eo/, 10.1590/1679-395155900,9,1,3,0,,,0,,Link p/blog. Blog 51 likes.,
Oct/24/2017,Release,urbe: Revista de Gestão Urbana,pt,Arquitetura,http://humanas.blog.scielo.org/blog/2017/10/24/cidade-vertical-a-logica-de-localizacao-em-um-sistema-urbano/, 10.1590/2175-3369.009.003.ao03,6,0,0,6,0,0,1 Scielo,0,,pt
Sep/29/2017,Release,Educação & Realidade – EDREA,pt,Editoração,http://humanas.blog.scielo.org/blog/2017/09/29/o-estudo-da-linguagem-da-geografia-no-ensino-fundamental/, 10.1590/2175-623656967,11,4,1,6,0,0,1 Scielo,0,Link p/ blog. 3 comments indicação. 29 likes FB blog.,
Aug/31/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/31/como-o-empreendedorismo-pode-transformar-o-mundo/, 10.1590/s0034-759020170409,5,0,2,0,0,0,0,0,Link p/blog. 21 likes FB blog. Blog link p/5 artigos. Gif FB. Video blog.,Artigo repetido em Set 1
Sep/1/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/09/01/periodicos-cientificos-brasileiros-e-o-dilema-publicar-ou-nao-em-ingles/, 10.1590/s0034-759020170409,59,1,36,0,0,0,0,0,Link p/blog.Blog link p/3 artigos. Um dos artigos já divulgado anteriormente. 107 likes FB blog.,Artigo repetido em 31 ago
Mar/14/2017,release,Boletim Museu Paraaense Emílio Goeldi; Ciências Humanas,pt,Ciências Humanas,http://humanas.blog.scielo.org/blog/2017/03/14/periodico-do-museu-recebe-nota-maxima-em-avaliacao-feita-pela-capes/, http://www.scielo.br/scielo.php?script=sci_issuetoc&pid=1981-812220160002&lng=en&nrm=iso,3,0,0,,,,0,,Link p/ blog. Blog p/2 edições,
Jul/24/2017,Release,Estudos de Literatura Brasileira Cntemporânea,pt,Literatura,http://humanas.blog.scielo.org/blog/2017/07/24/relacao-entre-literatura-e-etica-e-tema-da-estudos-de-literatura-brasileira-contemporanea/, http://www.scielo.br/scielo.php?script=sci_issuetoc&pid=2316-401820170002&lng=pt&nrm=iso,20,2,19,0,0,0,0,0,Link p/blog. 40 likes FB blog. 1 comment indicação. Link p/edição,
Oct/5/2017,Release,Revista de Administração (São Paulo) – RAUSP,pt,Administração,http://humanas.blog.scielo.org/blog/2017/10/05/sera-que-o-preco-e-o-principal-fator-na-escolha-do-combustivel-pelo-motorista/,10.1016/j.rausp.2017.05.003,4,1,1,6,0,0,1 Scielo,9,Link p/blog. 6 liks FB blog.,
Feb/13/2017,release,Revista Paulista de Pediatria – RPP,pt,Medicina,https://pressreleases.scielo.org/blog/2017/02/13/qual-o-efeito-possivel-da-interacao-com-palhacos-nos-sinais-vitais-e-na-comunicacao-nao-verbal-de-criancas-hospitalizadas/#.WekdwhNSx3k,10.1016/j.rppede.2016.02.011,5,2,0,0,,,0,,Link p/blog em pt; en. Comenários sugestão e resposta,
Jul/21/2017,Release,Ensaio: Avaliação e Políticas Públicas em Educação,pt,Educação,http://humanas.blog.scielo.org/blog/2017/07/21/fatores-socioeconomicos-ainda-influenciam-fortemente-a-eficiencia-educacional/,10.1108/09513540910926411,10,0,2,0,0,0,0,0,Link p/blog. 16 likes blog. Link p/4 artigos. Ultimos 2 artigos não são da Ensaio. Este artigo de acesso fechado,
Apr/25/2017,Editorial,Anais da ABC,pt,Editoração,http://blog.scielo.org/blog/2017/04/25/editores-de-periodicos-brasileiros-uma-vida-dura-que-esta-ficando-ainda-mais-dificil-publicado-originalmente-no-editorial-do-vol-89-no-1-nos-anais-da-academia-brasileira-de-ciencias/#.We4teoZrx3k,10.1590/0001-37652017891,41,3,40,12,5,3,1,4,"Link p/blog. 1 comment indicação. Blog 145 likes FB. Editorial em inglês traduzido p/port. Blog. Tweets em inglês, perfis brasileiros",
Jan/5/2017,Release,Dados Revista de Ciências Sociais,pt,Ciências Sociais,http://humanas.blog.scielo.org/blog/2017/01/05/como-explicar-o-comportamento-partidarizado-dos-principais-meios-de-comunicacao-do-brasil/,10.1590/00115258201678,20,4,2,2,1 en,1 journal,0,5,Link pro Blog. Comentário indicação para outras pessoas e resposta confirmando interesse,
Apr/28/2017,Release,Revista Brasileira de Política Internacional - RBPI,pt,Relações Internacionais,http://humanas.blog.scielo.org/en/2017/04/28/international-leadership-as-a-process-the-case-of-china-in-southeast-asia/,10.1590/0034-7329201600109,0,0,0,9,12,1,0,11,"Link p/ blog. Entrevista em inglês. 1 like FB blog. Altmtric FB do Centro de RI relacionado a revista. 19 tweets, 6 journal, 3 Mundorama, titulo + link en.",
Apr/24/2017,Release,Revista Brasileira de Política Internacional - RBPI,pt,Relações Internacionais,http://humanas.blog.scielo.org/blog/2017/04/24/a-relacao-entre-a-politica-externa-brasileira-e-a-cooperacao-tecnica-em-paises-africanos/,10.1590/0034-7329201600110,5,0,2,4,6,0,0,7,"Link p/blog. 6 likes FB no blog + video. Paper em inglês. Total 12 tweets, 6 journal, 2 Mundorama, 4 pessoas. Todos iguais, sharing link e título em inglês.",
Apr/27/2017,Release,Revista Brasileira de Política Internacional - RBPI,pt,Relações Internacionais,http://humanas.blog.scielo.org/blog/2017/04/27/a-politica-externa-brasileira-na-governanca-da-internet/,10.1590/0034-7329201600111,1,0,0,16,19,0,0,4,"Link p/ blog. 28 tweets de 19 users, 7 journal, 3 Mundorama, 5 pt, 1 Fr",
Apr/26/2017,Release,Revista Brasileira de Política Internacional - RBPI,pt,Relações Internacionais,http://humanas.blog.scielo.org/blog/2017/04/26/como-a-ideologia-afeta-as-atitudes-dos-paises-latino-americanos-com-relacao-aos-estados-unidos/,10.1590/0034-7329201600112,3,0,0,5,7,0,0,3,"Link p/blog. 4 likes FB bog.  15 tweets, 8 jounral, 2 Mundorama, todos em En.",
Apr/28/2017,Release,Revista Brasileira de Política Internacional - RBPI,pt,Relações Internacionais,http://humanas.blog.scielo.org/blog/2017/04/28/politizando-a-politica-externa-financeira-entrevista-com-rubens-de-siqueira-duarte-e-maria-regina-soares-de-lima/,10.1590/0034-7329201600113,0,0,0,5,7,0,0,4,"Link p/ blog. Entrevista em inglês. 1 like FB blog. 17 tweets, 9 journal, 3 Mundorama, all en.",
Apr/28/2017,Release,Revista Brasileira de Política Internacional - RBPI,en,Relações Internacionais,http://humanas.blog.scielo.org/en/2017/04/28/currency-wars-remain-beyond-the-analytical-reach-of-legal-scholars-in-the-age-of-globalization/,10.1590/0034-7329201600114,0,0,0,6,8,0,0,5,"Link p/blog. 1 like FB blog. 18 tweets, 9 journal, 3 Mundorama, 2RT, all en. Titulo+link.",
Apr/25/2017,Release,Revista Brasileira de Política Internacional - RBPI,pt,Relações Internacionais,http://humanas.blog.scielo.org/blog/2017/04/25/uma-avaliacao-comparativa-dos-parlamentos-de-integracao-na-america-latina-os-casos-do-parlasur-parlandino-e-parlatino/,10.1590/0034-7329201600115,6,2,0,9,12,0,0,4,"Link p/blog. 29 likes FB no blog. DOI não tem link. 26 tweets, 11 journal, 3 Mundorama, apenas 1 em port. 6 RT, titulo + link ",
Apr/26/2017,Release,Revista Brasileira de Política Internacional - RBPI,pt,Relações Internacionais,http://humanas.blog.scielo.org/blog/2017/04/26/entrevista-com-marcelo-santos-aborda-justica-global-e-governanca-ambiental/,10.1590/0034-7329201600116,3,0,0,0,0,0,0,0,Link p/blog. Paper em en. 5 likes no blog.,
Apr/27/2017,Release,Revista Brasileira de Política Internacional - RBPI,pt,Relações Internacionais,http://humanas.blog.scielo.org/blog/2017/04/27/a-parceria-estrategica-entre-brasil-e-uniao-europeia-uma-mudanca-de-foco/,10.1590/0034-7329201600117,4,0,0,12,14,3,0,5,"Link p/blog. 5 likes FB blog. 23 tweets, 3 Mundorama, 2 journal, 8RT. FB 5 posts, 3 users 2 RBPI, 2 Centro de Estudos de Rel. Int. Brasil Cont.",1 Google +
Jul/26/2017,Release,Revista de Administração Pública - RAP,pt,Administração,http://humanas.blog.scielo.org/blog/2017/07/26/a-reforma-gerencial-como-uma-forma-de-legitimar-o-estado-social/,10.1590/0034-7612166376,6,0,1,0,0,0,0,0,Link p/ blog. 11 likes blog.,
Feb/3/2017,release,Manuscrito,en,filosofia,http://humanas.blog.scielo.org/blog/2017/02/01/new-volume-of-manuscrito-brings-novel-contributions-to-a-wide-variety-of-topics-in-philosophy-2/,10.1590/0100-6045.2016.V39N1.BM,2,0,2,0,,,0,,Link p/blog. Post p/ 5 papers em inglês. 3 likes FB no blog,
Feb/3/2017,release,Manuscrito,en,Filosofia,http://humanas.blog.scielo.org/blog/2017/02/01/new-volume-of-manuscrito-brings-novel-contributions-to-a-wide-variety-of-topics-in-philosophy-2/,10.1590/0100-6045.2016.V39N1.FM,2,0,2,0,,,0,,Link p/blog. Post p/ 5 papers em inglês. 3 likes FB no blog,
Feb/3/2017,release,Manuscrito,en,Filosofia,http://humanas.blog.scielo.org/blog/2017/02/01/new-volume-of-manuscrito-brings-novel-contributions-to-a-wide-variety-of-topics-in-philosophy-2/,10.1590/0100-6045.2016.V39N1.FRH,2,0,2,0,,,0,,Link p/blog. Post p/ 5 papers em inglês. 3 likes FB no blog,
Feb/3/2017,release,Manuscrito,en,filosofia,http://humanas.blog.scielo.org/blog/2017/02/01/new-volume-of-manuscrito-brings-novel-contributions-to-a-wide-variety-of-topics-in-philosophy-2/,10.1590/0100-6045.2016.V39N1.MA,2,0,2,0,,,0,,Link p/blog. Post p/ 5 papers em inglês. 3 likes FB no blog,
Feb/3/2017,release,Manuscrito,en,filosofia,http://humanas.blog.scielo.org/blog/2017/02/01/new-volume-of-manuscrito-brings-novel-contributions-to-a-wide-variety-of-topics-in-philosophy-2/,10.1590/0100-6045.2016.V39N1.PM,2,0,2,0,,,0,,Link p/blog. Post p/ 5 papers em inglês. 3 likes FB no blog,
Jan/2/2017,Release,Ciência Rural,Pt,Agronomia,https://pressreleases.scielo.org/blog/2017/01/02/pesquisa-descreve-fisiologia-da-especie-florestal-dimorphandra-garneriana/#.Wej4BBNSx3k,10.1590/0103-8478cr20120792,11,0,0,1,0,1 journal,0,0,Link pro Blog,
Jan/26/2017,release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/01/26/pesquisa-avalia-padroes-de-crescimento-de-potros-da-raca-crioula/#.WekXYRNSx3k,10.1590/0103-8478cr20150989 ,3,0,0,1,1 pt,1 journal,0,0,"Link tp/blog. Links in pt, en",
Jan/4/2017,Release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/01/04/estudo-mostra-que-silagem-de-colostro-pode-ser-utilizado-com-seguranca-microbiologica-na-alimentacao-animal/#.Wej46RNSx3k,10.1590/0103-8478cr20160393,6,2,0,1,1 pt,1 journal,0,11,Link pro Blog. Comenteario indicação para outras pessoas,
May/4/2017,Release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/05/04/pesquisa-avalia-a-viabilidade-economica-do-uso-do-confinamento-para-a-terminacao-de-novilhos/#.We464oZrx3k,10.1590/0103-8478cr20160516,2,0,1,1,1,1 journal,0,4,Link p/ blog. Blog link p/ edição. 1 tweet pt. 4 likes blog.,
Jul/20/2017,Release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/07/19/perfil-de-acido-graxo-de-carne-de-cordeiros-pode-ser-mudado-de-acordo-com-a-alimentacao/#.We_FRRNSx3k,10.1590/0103-8478cr20160533,4,0,0,0,0,0,0,0,"Link p/blog en, pt. 5 likes FB blog. ",Artigo en
Jan/18/2017,release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/01/18/pesquisa-testa-real-contribuicao-do-carater-stay-green-em-trigos-brasileiros/#.WekUwBNSx3k,10.1590/0103-8478cr20160583,3,0,0,1,0,1 journal,0,1,Link p/blog em pt e en.,
Jul/21/2017,release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/07/21/estudo-aponta-oleos-essenciais-como-alternativa-promissora-no-controle-da-doenca-bolha-seca/#.We_HlxNSx3k,10.1590/0103-8478cr20160780,4,0,0,1,1,0,0,0,Link p/blog. 59 likes blog. Tweet pt.,Artigo en
Sep/15/2017,Release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/09/15/pesquisa-aponta-a-viabilidade-de-micrornas-como-biomarcadores-de-doencas-cardiacas-em-caes-e-gatos/#.WfIgpWhSzIU,10.1590/0103-8478cr20161059,7,0,0,0,0,0,0,0,"Link p/blog en, pt. 10 likes FB blog. Doi sem link.",english
Sep/4/2017,Release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/09/04/pesquisa-testa-a-frequencia-de-eliminacao-de-leptospiras-na-urina-em-vacas-e-ovelhas/#.WfIcLmhSzIU,10.1590/0103-8478cr20170088,2,0,0,0,0,0,0,0,"Link p/blog em, pt. 3 likes FB blog. Doi sem link",english
Oct/9/2017,Release,Ciência Rural,pt,Agronomia,https://pressreleases.scielo.org/blog/2017/10/09/estudo-identifica-perfil-de-granjas-que-possuem-o-acaro-megninia-spp-em-seus-galpoes/#.WfJtRWhSzIU,10.1590/0103-8478cr20170186,7,0,1,0,0,0,0,0,"Link p/blog em, pt. 8 likes blog. Doi sem link.",english
Jun/28/2017,Release,Cadernos Pagu,pt,Gênero,http://humanas.blog.scielo.org/blog/2017/06/28/concepcoes-de-vida-concepcoes-de-pessoa-debates-sobre-tecnologias-reprodutivas-e-aborto-no-brasil-e-na-argentina/,10.1590/0104-8333201400420013,10,0,15,0,0,0,0,0,Link p/blog. 53 likes FB Blog. Link p/5 artigos  Video. Semana Especial CPA,
May/30/2017,Release,Varia Historia,pt,História,http://humanas.blog.scielo.org/blog/2017/05/30/leituras-de-a-cabana-do-pai-tomas-no-brasil-escravista/,10.1590/0104-87752017000100009,3,0,0,0,0,0,0,0,Link p/blog. 4 likes FB no blog.,
Jul/10/2017,Release,Revista de Nutrição,pt,Nutrição,https://pressreleases.scielo.org/blog/2017/07/10/que-periodicos-cientificos-brasileiros-publicam-sobre-o-tema-nutricao-como-eles-sao-avaliados-pela-capes/#.We-_JhNSx3k,10.1590/1678-98652017000200001,32,5,11,0,0,0,0,0,"Link p/blog en, pt, es. 5 comments indicação. 53 likes FB no blog",Artigo en
Jul/20/2017,Release,Revista de Nutrição,pt,Nutrição,https://pressreleases.scielo.org/blog/2017/07/20/pratica-insuficiente-de-atividade-fisica-e-fator-de-risco-para-sarcopenia-e-obesidade-sarcopenica/#.We_HKxNSx3k,10.1590/1678-98652017000200003,28,3,2,0,0,0,0,0,Link p/blog. 2 comments indicação. 37 likes FB blog.,
Jul/12/2017,Release,Revista de Nutrição,pt,Nutrição,https://pressreleases.scielo.org/blog/2017/07/12/mais-tempero-no-canteiro-mais-frutas-legumes-e-verduras-a-mesa/#.We_AxxNSx3k,10.1590/1678-98652017000200009,19,2,3,0,0,0,0,0,"Link p/blog en, pt, es. 2 comment indicação. 28 likes FB no blog",
Sep/1/2017,Release,Revista de Nutrição,Pt,Nutrição,https://pressreleases.scielo.org/blog/2017/09/01/estudo-aponta-alternativa-promissora-para-avaliacao-nutricional-subjetiva-em-criancas-com-cancer-no-brasil/#.WfIa6mhSzIU,10.1590/1678-98652017000300004,6,0,1,0,0,0,0,0,Link/blog. 7 likes FB blog.,english
Sep/5/2017,Release,Revista de Nutrição,pt,Nutrição,https://pressreleases.scielo.org/blog/2017/09/05/informacoes-nutricionais-em-restaurantes-qual-o-modelo-preferido-no-brasil-e-no-reino-unido/#.WfIc22hSzIU,10.1590/1678-98652017000300005,4,0,1,0,0,0,0,0,"Link p/blog em, pt. 11 likes FB blog. Doi sem link",english
Aug/22/2017,Release,Revista de Nutrição,pt,Nutrição,https://pressreleases.scielo.org/blog/2017/08/22/tempo-de-tela-televisao-videogame-celular-computador-e-padrao-alimentar-influenciam-a-obesidade-em-adolescentes/#.WfDq6UyZN3k,10.1590/1678-98652017000300010,4,0,0,0,0,0,0,0,Link p/blog. 6 likes FB blog. Post en.,
Oct/24/2017,Release,Revista de Nutrição,pt,Nutrição,https://pressreleases.scielo.org/blog/2017/10/24/mulheres-gravidas-com-excesso-de-peso-e-seus-filhos-estao-mais-expostos-aos-efeitos-adversos-do-baixo-consumo-de-acido-graxo-alfa-linolenico/#.WfJzsWhSzIU,10.1590/1678-98652017000400004,8,1,0,0,0,0,0,0,Link p/ blog. 15 likes FB blog. 1 comment indicação. Doi sem link.,pt
Oct/11/2017,Release,Revista de Nutrição,pt,Nutrição,https://pressreleases.scielo.org/blog/2017/10/11/o-que-os-adolescentes-brasileiros-estao-comendo-no-cafe-da-manha/#.WfJuumhSzIU,10.1590/1678-98652017000400006,16,1,2,0,0,0,0,0,Link p/ blog. 23 likes FB blog. Doi sem link. Comment indicação.,english
Jan/6/2017,Release,Opinião Pública,pt,Ciências Políticas,http://humanas.blog.scielo.org/blog/2017/01/06/politicas-publicas-movimentos-sociais-e-plataformas-online-sao-alguns-dos-temas-de-opiniao-publica/,10.1590/1807-01912016222219,5,0,2,0,,,0,,"Link pro Blog. No blog link para 9 artigos, post sobre edição",
Jan/6/2017,Release,Opinião Pública,pt,Ciências Políticas,http://humanas.blog.scielo.org/blog/2017/01/06/politicas-publicas-movimentos-sociais-e-plataformas-online-sao-alguns-dos-temas-de-opiniao-publica/,10.1590/1807-01912016222250,5,0,2,0,,,0,,"Link pro Blog. No blog link para 9 artigos, post sobre edição",
